run_id,N,T,initial_corruption_rate_parameter,beta,gamma,alpha,memory_endowment,collaboration_cost,discount_factor,initial_num_corrupted,initial_corruption_rate_actual,final_num_corrupted,final_num_honest,final_corruption_rate,spread_amount,spread_rate_change,full_corruption,no_spread,belief_cutoff
574,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,39,361,0.0975,16,0.04,False,False,0.034102314032345635
575,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,35,365,0.0875,12,0.029999999999999992,False,False,0.034102314032345635
576,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,14,0.035,26,374,0.065,12,0.03,False,False,0.034102314032345635
577,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,26,0.065,32,368,0.08,6,0.015,False,False,0.034102314032345635
578,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,31,0.0775,42,358,0.105,11,0.027499999999999997,False,False,0.034102314032345635
579,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,15,0.0375,23,377,0.0575,8,0.020000000000000004,False,False,0.034102314032345635
580,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,22,0.055,38,362,0.095,16,0.04,False,False,0.034102314032345635
581,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,17,0.0425,24,376,0.06,7,0.017499999999999995,False,False,0.034102314032345635
582,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,25,375,0.0625,6,0.015,False,False,0.034102314032345635
583,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,18,0.045,27,373,0.0675,9,0.022500000000000006,False,False,0.034102314032345635
584,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,27,0.0675,34,366,0.085,7,0.0175,False,False,0.034102314032345635
585,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,26,374,0.065,5,0.012500000000000004,False,False,0.034102314032345635
586,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,13,0.0325,18,382,0.045,5,0.012499999999999997,False,False,0.034102314032345635
587,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,38,362,0.095,14,0.035,False,False,0.034102314032345635
588,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,14,0.035,18,382,0.045,4,0.009999999999999995,False,False,0.034102314032345635
589,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,27,373,0.0675,11,0.027500000000000004,False,False,0.034102314032345635
590,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,24,0.06,38,362,0.095,14,0.035,False,False,0.034102314032345635
591,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,19,0.0475,30,370,0.075,11,0.027499999999999997,False,False,0.034102314032345635
592,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,30,370,0.075,10,0.024999999999999994,False,False,0.034102314032345635
593,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,16,0.04,18,382,0.045,2,0.0049999999999999975,False,False,0.034102314032345635
594,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,20,0.05,38,362,0.095,18,0.045,False,False,0.034102314032345635
595,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,23,0.0575,36,364,0.09,13,0.032499999999999994,False,False,0.034102314032345635
596,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,27,0.0675,29,371,0.0725,2,0.0049999999999999906,False,False,0.034102314032345635
597,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,21,0.0525,30,370,0.075,9,0.0225,False,False,0.034102314032345635
598,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,14,0.035,22,378,0.055,8,0.019999999999999997,False,False,0.034102314032345635
599,400,100,0.05,0.5,0.4,0.9,1.0,0.02,0.9,15,0.0375,22,378,0.055,7,0.0175,False,False,0.034102314032345635
